Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5939.23724
FDR21,OUT045,2845.835722
NCW29,OUT035,2051.420627
FDO11,OUT013,4024.912446
NCM31,OUT049,2292.164044
FDV35,OUT019,326.3047936
FDF58,OUT017,966.7635301
NCE43,OUT049,2820.321951
FDA02,OUT035,2259.768992
DRL37,OUT010,112.6646986
FDR24,OUT018,1202.970455
FDW59,OUT049,1264.216275
FDS22,OUT049,697.5946427
FDW24,OUT017,793.5582167
FDU24,OUT035,1465.020785
FDA21,OUT027,4947.757708
FDH58,OUT027,3064.072551
FDW36,OUT018,1382.014011
FDI45,OUT027,4616.838988
FDU01,OUT018,2578.840831
FDF35,OUT027,2844.420084
FDU43,OUT019,574.8306859
FDE24,OUT019,313.6736159
FDK50,OUT049,2703.800787
FDG31,OUT045,987.7939546
FDC60,OUT045,1396.303729
FDL36,OUT013,1367.718716
FDP21,OUT013,3064.765399
FDW16,OUT045,1401.35577
FDX02,OUT017,3646.665714
FDQ58,OUT027,4110.858748
FDT51,OUT046,1769.641283
FDD59,OUT049,1203.990415
NCM42,OUT018,1456.935196
FDA57,OUT018,500.7235379
FDZ48,OUT035,1737.0462
FDE46,OUT045,2405.835089
NCZ30,OUT019,293.2534531
FDB56,OUT017,3032.784349
FDA25,OUT027,2713.007143
FDD20,OUT013,1945.192405
FDL25,OUT013,1403.356347
NCO18,OUT049,2969.296853
FDJ45,OUT017,584.9421675
FDR12,OUT035,2718.046008
NCF19,OUT010,124.5459053
FDK25,OUT046,2627.455341
NCR17,OUT046,1821.682719
FDC52,OUT046,2407.909664
NCA54,OUT017,2910.948964
FDR45,OUT010,593.572365
NCM19,OUT049,1782.254482
FDF39,OUT027,6055.794558
FDX23,OUT049,1491.828318
FDD58,OUT027,2578.83301
FDX28,OUT013,1535.926069
NCD31,OUT013,2589.307826
FDU57,OUT018,2064.664182
FDI27,OUT046,736.1124198
NCM42,OUT046,1727.48972
FDD32,OUT027,2078.87915
FDI34,OUT013,3720.301122
NCM29,OUT049,2081.237147
FDG46,OUT018,1511.002474
DRC01,OUT010,132.1773361
FDB15,OUT027,6055.095675
NCA17,OUT027,4003.250161
FDF10,OUT046,2352.77338
FDR26,OUT027,4758.391924
FDI02,OUT049,1761.024901
NCM54,OUT010,298.4230497
FDF14,OUT013,2389.734746
FDJ33,OUT010,292.638681
FDM20,OUT035,3948.354004
FDC03,OUT027,5160.018675
NCX05,OUT046,1862.661393
NCM41,OUT027,2365.849079
NCU29,OUT010,317.3344427
FDQ59,OUT017,1293.050489
FDH46,OUT010,270.8771453
FDH09,OUT013,747.4702859
NCD06,OUT045,750.8295816
FDC15,OUT035,2460.854987
DRD37,OUT027,1184.146106
FDT28,OUT027,3979.131415
FDR28,OUT027,4368.248442
FDT38,OUT017,1335.163729
FDV34,OUT027,1920.917027
FDY52,OUT035,980.0165143
FDB34,OUT013,1297.243547
DRL23,OUT018,1406.791593
DRB24,OUT046,2444.127165
FDJ50,OUT046,863.7850755
FDQ49,OUT035,2440.730006
FDP20,OUT035,1937.633539
FDV19,OUT027,4248.08952
NCR54,OUT045,3175.315666
FDO09,OUT010,706.6939958
FDS57,OUT018,1952.269
FDN10,OUT049,1855.144175
FDV23,OUT049,2001.401697
FDY28,OUT049,3624.119464
DRG51,OUT013,2587.552631
FDD45,OUT019,262.5351031
NCL18,OUT027,5098.477127
NCM29,OUT013,2034.244181
FDF17,OUT027,5171.67565
FDE22,OUT017,2560.837338
FDQ22,OUT017,621.5400311
FDS01,OUT013,2890.611843
FDW35,OUT027,1117.200086
FDJ33,OUT046,1982.332025
NCF54,OUT035,2742.050455
FDE09,OUT013,1689.55684
NCE06,OUT045,2560.79206
DRH49,OUT049,1232.125828
FDY43,OUT045,2717.536557
NCT05,OUT017,4058.511318
FDZ34,OUT045,3094.597387
FDL38,OUT017,1354.4168
FDZ31,OUT017,3067.778594
FDR14,OUT035,883.2842992
NCN54,OUT049,1199.806118
NCC42,OUT027,3707.644907
FDK08,OUT017,1545.585997
FDP59,OUT013,1620.799451
FDV22,OUT035,2483.929993
FDD33,OUT035,3790.342874
DRE60,OUT027,5739.964711
FDK52,OUT046,3418.062704
FDA02,OUT017,2302.211206
FDM56,OUT049,1712.996764
FDE57,OUT035,2218.142827
FDM32,OUT045,1373.786555
NCQ30,OUT027,3193.234244
FDQ27,OUT027,2721.37787
FDT60,OUT027,3286.831854
FDU43,OUT049,3991.961417
NCO55,OUT035,1652.08984
FDG02,OUT045,3077.73693
FDJ28,OUT013,3084.494449
FDP40,OUT045,1732.269869
FDJ38,OUT045,3073.080902
NCC54,OUT017,3896.616029
NCZ41,OUT046,2001.056998
FDK38,OUT019,317.9419823
FDU52,OUT013,2459.937833
FDC40,OUT046,1220.518504
NCR30,OUT017,1156.907361
NCN18,OUT017,1732.269869
FDB50,OUT035,1217.480691
FDG04,OUT013,3038.560931
FDR26,OUT035,2839.946687
NCT17,OUT018,2616.575364
FDX35,OUT027,5733.248236
FDS12,OUT046,2031.754153
NCZ29,OUT027,3315.156295
FDB38,OUT010,334.6982185
FDP12,OUT013,546.9020973
FDP22,OUT046,830.4897981
FDS26,OUT018,3456.093386
FDR52,OUT046,2989.169693
DRJ13,OUT046,2549.031392
FDU48,OUT027,3454.077966
FDE29,OUT035,951.1806211
NCT29,OUT049,1933.049695
DRK37,OUT018,2619.888524
FDK55,OUT046,1401.454304
FDR07,OUT046,1537.03265
FDO21,OUT027,5701.424929
FDK46,OUT049,4198.671127
FDB12,OUT045,1618.572769
FDT31,OUT027,5003.987427
FDJ33,OUT045,1935.52988
FDC26,OUT027,2861.128208
NCQ02,OUT045,3031.028386
FDP08,OUT010,405.7977299
FDB11,OUT027,5719.24117
FDV55,OUT013,2304.906135
FDW20,OUT049,1930.004372
NCJ18,OUT019,292.9996564
FDC41,OUT018,981.6831284
FDE14,OUT027,2625.940905
FDG35,OUT013,2818.47643
FDF45,OUT035,904.5070566
FDS19,OUT027,1980.807955
FDS58,OUT019,331.3282684
FDA26,OUT017,3578.89743
FDM32,OUT049,1347.619476
FDL45,OUT046,2016.679531
FDZ55,OUT049,2641.25866
FDY37,OUT049,2298.379348
FDO46,OUT046,2974.227183
FDQ60,OUT046,1909.223158
FDA19,OUT018,1762.476929
FDL15,OUT046,2444.16641
FDM10,OUT018,2954.172061
NCL05,OUT017,693.9237797
DRK49,OUT010,102.0081761
NCE18,OUT027,5996.017934
FDG40,OUT049,558.6539468
DRI59,OUT045,3603.732257
FDK28,OUT035,4076.790869
NCD06,OUT019,140.2151681
FDO11,OUT019,636.6868552
FDK27,OUT046,1907.114962
FDT43,OUT027,1302.621924
FDD38,OUT018,1357.794112
FDA16,OUT049,3710.230305
FDL14,OUT027,4107.09589
NCM17,OUT049,683.5120041
FDD20,OUT045,1927.895966
FDA40,OUT045,1367.701351
FDL43,OUT045,1206.453875
FDV15,OUT045,1588.764939
FDE52,OUT046,1432.361623
NCL17,OUT010,313.0404361
NCJ31,OUT045,3862.282122
FDR60,OUT045,1216.48844
NCA18,OUT035,1794.486653
FDS21,OUT027,1616.240518
FDW09,OUT035,1214.941449
FDL26,OUT035,2439.59518
FDS47,OUT018,1171.864973
FDC39,OUT046,3178.449467
FDT51,OUT035,1722.72509
FDK40,OUT035,4149.868641
NCG19,OUT045,3811.988206
FDZ07,OUT046,993.2309608
FDF08,OUT027,2283.755339
FDO04,OUT013,815.1366616
FDK41,OUT018,1090.530917
FDP15,OUT049,4154.06571
NCD43,OUT018,1393.94661
NCP18,OUT013,2350.418226
FDZ51,OUT046,1492.369803
DRH13,OUT035,1679.484461
FDF38,OUT045,658.0618074
NCI43,OUT045,786.8972409
FDM38,OUT027,1401.185821
FDS03,OUT013,961.9750381
DRJ47,OUT017,2736.17484
FDT50,OUT010,264.66843
FDV02,OUT046,2714.746413
NCG18,OUT017,1607.083681
FDW52,OUT046,2599.463509
FDS40,OUT035,601.3710155
FDN31,OUT017,3081.838264
FDA37,OUT045,1914.873933
FDA15,OUT046,3628.869606
FDL39,OUT046,2838.480197
FDJ53,OUT045,1897.086356
FDX22,OUT013,3425.226665
NCZ42,OUT045,3853.989075
FDD56,OUT027,4695.759009
FDD40,OUT017,3124.902228
FDS50,OUT013,3589.345809
NCN14,OUT013,2974.90391
FDT15,OUT013,2954.417795
NCS18,OUT027,2813.553712
NCO26,OUT010,286.2614328
FDF58,OUT018,785.7105079
NCB19,OUT013,1306.402379
FDH26,OUT017,2211.977528
DRB24,OUT027,4075.921231
FDA49,OUT018,1132.786862
FDB32,OUT045,1478.414852
FDI36,OUT017,3181.074968
NCA17,OUT010,318.9598024
FDH22,OUT013,1944.571146
NCM26,OUT018,2102.519574
FDT15,OUT027,4871.181853
FDB16,OUT018,1142.66938
NCP54,OUT027,3248.053053
FDJ36,OUT013,1564.305003
FDO28,OUT045,1859.840968
FDU09,OUT013,800.4255199
FDF29,OUT017,2008.540408
FDY08,OUT013,2207.255458
DRJ59,OUT018,457.0296867
FDT23,OUT027,2030.603448
FDU15,OUT018,467.9624522
FDT47,OUT013,1473.798811
FDI53,OUT019,336.7377572
FDR59,OUT018,3465.444167
FDD53,OUT035,662.685556
FDY51,OUT017,3569.799216
FDT04,OUT049,605.7128866
FDU51,OUT049,2966.197138
FDG14,OUT035,2393.219922
NCU06,OUT045,3742.242787
DRG25,OUT046,2907.18176
DRH49,OUT035,1295.60959
FDN15,OUT035,2177.814555
FDL43,OUT018,991.4773274
NCT18,OUT049,3070.245191
NCB31,OUT013,4148.428551
FDK57,OUT035,1850.704027
FDY04,OUT019,336.8881815
NCP54,OUT046,1941.605339
FDF41,OUT013,3942.737507
FDM01,OUT045,1585.138133
FDW03,OUT045,1614.893302
FDF28,OUT045,1909.995939
FDY37,OUT017,2228.798047
FDQ03,OUT017,3834.285917
FDP51,OUT027,3149.870542
FDJ40,OUT017,1720.130722
FDC32,OUT049,1439.785741
DRI49,OUT027,2089.472173
NCW54,OUT017,875.0048978
FDF09,OUT017,625.7236216
FDP45,OUT018,3372.234297
DRJ23,OUT018,2598.888721
FDS59,OUT017,1722.766428
FDY08,OUT046,2210.874224
FDX16,OUT049,2416.121707
FDY16,OUT018,2563.481356
FDK32,OUT035,2413.257919
FDQ22,OUT013,578.5756971
NCC31,OUT018,2141.871265
FDG58,OUT049,2529.4673
DRF48,OUT013,3056.065473
DRH36,OUT049,1115.437823
NCR30,OUT035,1173.408038
FDB03,OUT019,597.5165541
FDZ28,OUT027,3324.573771
FDR35,OUT017,3211.091693
DRD15,OUT027,5811.452776
FDJ33,OUT019,296.1644395
FDA56,OUT010,291.686868
FDP56,OUT046,773.0616904
NCT30,OUT046,776.1969234
FDK15,OUT017,1551.864766
FDH44,OUT018,2008.169622
FDV01,OUT013,2450.660288
DRG03,OUT017,2406.921706
FDG50,OUT027,2306.182842
FDR16,OUT010,481.9517613
FDZ60,OUT046,1723.820614
DRG03,OUT045,2437.915572
FDS56,OUT018,3477.040947
FDU33,OUT045,730.0538803
DRD27,OUT035,1533.162464
FDW22,OUT046,3375.919523
DRA24,OUT045,2593.871917
FDF38,OUT049,617.9736179
FDX48,OUT013,2446.02314
FDS58,OUT018,2213.702536
FDC32,OUT046,1486.573124
NCQ29,OUT045,4135.945099
DRK39,OUT018,1100.42687
NCS38,OUT017,1771.565268
DRO47,OUT013,1725.460809
DRG27,OUT027,1120.978238
FDC57,OUT027,5063.769914
FDS55,OUT046,2330.381521
NCJ06,OUT018,1612.448392
FDO01,OUT019,300.5698044
NCM55,OUT045,2989.492372
FDC52,OUT049,2500.554514
FDQ15,OUT045,1242.077239
NCT30,OUT027,1240.735897
NCR42,OUT027,904.7155741
FDD28,OUT035,911.7865275
FDQ34,OUT049,1628.89091
FDZ12,OUT027,3793.910973
DRE13,OUT019,250.7159198
NCN07,OUT019,303.4356821
FDM28,OUT035,2900.97873
FDI10,OUT017,2738.534085
FDQ25,OUT013,2728.061045
FDA38,OUT010,604.2308977
DRI13,OUT049,3659.323624
FDY20,OUT027,2320.659138
NCZ53,OUT035,3014.617277
NCM31,OUT013,2262.928302
DRB01,OUT017,3046.78089
DRF37,OUT046,3711.436437
NCF42,OUT049,2971.214564
FDF16,OUT018,2037.164125
FDB41,OUT013,703.5673571
FDR34,OUT013,3695.218612
FDR15,OUT018,2137.943219
NCV42,OUT019,285.1181504
FDW51,OUT035,3441.965109
FDU36,OUT017,1504.156736
FDX60,OUT049,1235.918234
FDY03,OUT035,1752.440754
FDW55,OUT045,3980.318062
FDT01,OUT010,474.5823162
FDG58,OUT013,2451.808403
FDK21,OUT017,3995.74552
NCS41,OUT019,375.0328322
FDS10,OUT045,2917.996966
NCT53,OUT046,2603.903108
FDJ28,OUT018,2649.319003
FDX44,OUT045,1355.945677
FDT20,OUT018,475.3367469
FDO44,OUT017,1703.165546
NCX17,OUT049,3923.875258
FDY01,OUT017,1809.477556
FDJ12,OUT027,5442.201472
DRK35,OUT018,453.5631018
FDD47,OUT019,346.1979362
NCM53,OUT035,1644.746038
FDO45,OUT013,1320.876092
NCM42,OUT010,280.6034091
FDE04,OUT046,2817.670706
NCI30,OUT027,5969.629628
FDZ19,OUT013,2802.571015
FDW57,OUT013,2852.465141
FDA25,OUT013,1563.743105
FDT22,OUT046,945.8688213
FDP51,OUT013,1839.368528
FDD48,OUT027,3039.580524
FDY39,OUT035,2936.124921
FDO48,OUT010,511.5912961
FDD23,OUT027,4926.311231
DRN35,OUT027,1002.518938
FDT01,OUT035,3475.638037
FDC20,OUT010,153.4861452
DRJ35,OUT035,974.6428051
FDB32,OUT046,1498.248752
FDL24,OUT046,2725.365808
NCV42,OUT035,1744.508922
FDZ46,OUT046,1745.409107
FDC15,OUT013,2469.816931
FDD08,OUT019,107.6728668
FDY50,OUT049,1362.977412
FDD36,OUT013,1842.719829
FDG57,OUT027,1269.277946
FDL21,OUT018,507.3183106
FDN16,OUT027,2643.406732
FDJ09,OUT027,1194.838291
FDS01,OUT010,368.54505
FDV33,OUT017,4120.260234
DRE12,OUT017,1771.060014
FDR07,OUT013,1480.372396
FDP48,OUT010,379.4292466
NCB55,OUT035,911.2883809
FDQ08,OUT013,882.4836373
FDR34,OUT035,3739.766008
FDO33,OUT046,1793.30782
FDP13,OUT045,634.9073665
FDX12,OUT049,4023.507654
NCT06,OUT049,2768.119069
FDR16,OUT019,472.9563106
FDE36,OUT046,2605.888162
FDZ36,OUT049,3114.963828
FDV13,OUT045,1361.58007
NCZ17,OUT035,604.5566771
FDU56,OUT045,2949.612415
FDM09,OUT035,2725.119639
FDV02,OUT017,2745.011565
FDS34,OUT018,1511.002474
FDA11,OUT049,1471.605067
FDP09,OUT017,3437.544594
FDB29,OUT027,2991.539985
FDT19,OUT017,2760.796012
DRH15,OUT017,715.9640197
FDY38,OUT046,3488.754995
FDF14,OUT027,4047.428403
FDN48,OUT010,258.0178433
FDQ12,OUT013,3746.678481
NCJ43,OUT045,2763.111376
FDE17,OUT019,322.4652961
FDB05,OUT035,3988.72001
FDH10,OUT045,3113.230395
NCR06,OUT017,667.7916754
FDU32,OUT018,1635.093767
FDD56,OUT049,2904.378625
FDO36,OUT018,2516.29382
FDH16,OUT010,255.0496879
FDX10,OUT018,438.4278234
FDZ37,OUT017,1362.103293
FDU31,OUT010,494.0513096
DRC49,OUT049,2303.36324
FDL15,OUT045,2408.097853
FDN32,OUT019,383.8553019
DRH59,OUT027,1893.286428
NCU29,OUT049,2409.912991
FDR37,OUT019,378.1018629
FDS14,OUT018,2155.639173
FDU02,OUT027,5738.009566
FDJ08,OUT035,3112.126218
NCZ06,OUT045,4049.225017
FDO31,OUT049,1242.331706
FDH31,OUT018,1344.042924
FDS58,OUT017,2532.407611
NCA53,OUT027,1271.603418
FDF50,OUT046,3066.7995
NCW42,OUT049,3752.376487
NCQ17,OUT045,2470.088559
FDK51,OUT018,3477.472348
NCW41,OUT010,328.6420274
NCR29,OUT017,869.7060635
FDB08,OUT019,330.906666
FDA40,OUT027,2202.988348
FDL14,OUT018,2166.995516
FDB47,OUT046,3191.378934
FDO03,OUT035,3702.051364
DRK13,OUT019,417.0335571
FDX13,OUT010,638.7280626
FDF52,OUT046,2865.266387
FDT11,OUT013,3044.966155
FDB08,OUT013,2547.305385
FDQ28,OUT018,2136.970828
FDD29,OUT045,4035.050577
NCQ29,OUT027,6050.088952
NCO02,OUT013,968.7025153
FDR56,OUT010,413.2492117
NCM54,OUT049,1997.084126
FDP51,OUT035,1813.156324
FDT38,OUT013,1278.521497
FDZ20,OUT018,3395.246519
FDJ53,OUT013,1867.836664
FDX13,OUT049,4091.826129
FDP58,OUT035,3578.89743
NCK31,OUT019,160.939544
FDA35,OUT018,1660.707526
FDV37,OUT018,2762.146125
NCO07,OUT027,5518.401846
FDA20,OUT045,3016.420239
FDZ59,OUT035,2684.227976
NCY17,OUT017,725.365226
FDQ28,OUT035,2418.375707
FDV35,OUT017,2443.634856
FDQ36,OUT013,519.6798743
FDD34,OUT018,2247.133989
FDK51,OUT045,4169.64772
FDV31,OUT035,2810.599161
FDR04,OUT035,1483.509399
FDR14,OUT049,847.6942688
DRC36,OUT010,357.7560336
FDE39,OUT019,293.1412384
FDP57,OUT049,1626.068595
FDE57,OUT046,2245.229617
NCN18,OUT046,1780.707914
NCQ05,OUT018,2054.330536
FDW47,OUT035,1863.583892
FDV46,OUT035,2157.698259
NCP29,OUT045,983.8851974
FDE09,OUT018,1477.499261
NCU06,OUT027,5773.786503
FDT19,OUT010,356.3331053
DRF15,OUT017,2402.352473
DRI51,OUT013,2725.140915
NCX54,OUT013,1596.0343
DRE01,OUT013,3904.381236
NCB07,OUT045,3159.667387
FDU50,OUT035,1769.966464
FDG40,OUT035,575.8376376
FDW10,OUT018,2431.312234
FDX51,OUT013,3144.241225
NCP17,OUT045,988.2970224
FDP21,OUT035,3024.558156
FDL04,OUT045,1629.538314
FDV23,OUT013,1909.784453
FDF24,OUT046,1298.754665
FDH56,OUT027,2975.493445
FDB51,OUT049,936.266757
FDI58,OUT027,2453.27998
FDR20,OUT013,690.1830665
FDC51,OUT018,1657.308309
FDB16,OUT027,2211.954487
FDE40,OUT049,920.4999843
NCM17,OUT035,708.4336006
FDU56,OUT035,2981.297684
FDS32,OUT019,310.4824208
FDX02,OUT049,3777.366054
FDT39,OUT027,4072.36199
FDE35,OUT017,898.6887264
NCI42,OUT019,459.6501455
DRL23,OUT046,1691.069704
FDA10,OUT046,1949.980551
FDA11,OUT013,1454.823859
NCM06,OUT046,2451.671234
NCT05,OUT035,4091.372846
NCQ02,OUT010,385.5121376
NCY06,OUT049,2078.187151
FDY56,OUT035,3646.132564
FDL02,OUT035,1618.531913
NCI06,OUT035,2858.682533
FDQ14,OUT045,2365.825774
FDQ12,OUT017,3701.53073
FDP36,OUT046,782.8403051
FDK21,OUT027,5992.28094
FDO40,OUT045,2327.096215
NCK54,OUT019,290.3942503
FDY09,OUT018,2448.401297
NCW30,OUT049,4198.950438
NCC55,OUT027,988.0153423
FDE58,OUT018,1575.339043
FDR39,OUT013,2974.348821
FDU28,OUT049,3153.38669
FDH08,OUT017,3696.958447
FDG35,OUT045,2807.724649
FDG22,OUT049,569.7579554
FDC34,OUT035,2481.060035
FDP15,OUT018,3408.558545
FDK34,OUT010,593.7424197
FDU45,OUT035,1796.131757
FDQ04,OUT027,1064.50811
FDX22,OUT018,2911.919661
FDB45,OUT017,1603.904595
NCH43,OUT027,5579.065641
DRE60,OUT046,3389.739006
FDD17,OUT027,5854.503409
NCM54,OUT017,1982.865816
NCH55,OUT013,1982.339378
NCT06,OUT017,2627.022628
FDA48,OUT027,5651.500172
FDY58,OUT027,5752.657814
FDO25,OUT045,3429.830107
FDN50,OUT045,1468.113175
FDH35,OUT035,2622.972615
FDK09,OUT045,3688.309331
FDO16,OUT013,1239.476901
FDW11,OUT045,997.1660478
FDU47,OUT027,3727.385939
NCQ42,OUT010,299.2088351
FDK55,OUT027,2290.016333
FDN08,OUT049,1834.302648
FDT57,OUT045,3839.941421
FDJ12,OUT018,2881.864637
DRL59,OUT017,829.8142206
NCN53,OUT046,577.1356033
FDO51,OUT010,110.2412321
FDK56,OUT017,3035.140616
FDY12,OUT035,830.8361888
FDU15,OUT035,605.9687612
FDQ19,OUT046,3571.177812
DRF15,OUT045,2435.057028
DRE25,OUT019,260.7947918
FDK57,OUT018,1601.821962
FDD33,OUT010,555.8876728
FDR34,OUT027,5757.765578
FDU04,OUT045,1884.624619
FDE35,OUT019,188.7485667
NCD31,OUT035,2584.551068
FDJ56,OUT035,1548.211777
NCU53,OUT046,2598.450881
FDD39,OUT035,3490.358243
NCU17,OUT019,276.4326004
FDJ20,OUT046,1966.143189
NCW41,OUT018,2156.106192
FDL52,OUT035,629.4019096
FDS39,OUT035,2215.880485
DRJ47,OUT045,2780.153932
FDP13,OUT010,94.20380041
DRK39,OUT010,236.6914687
FDF28,OUT010,297.0533636
FDB09,OUT045,1954.001634
FDM51,OUT046,1598.486983
DRM49,OUT018,563.8776781
DRF23,OUT013,2828.446478
DRH01,OUT035,2758.435067
FDH12,OUT027,2786.489901
FDA28,OUT019,296.6321243
FDW37,OUT018,1189.74005
FDF02,OUT046,1659.405645
DRL37,OUT046,702.3991549
NCF43,OUT046,2250.326754
FDH08,OUT010,539.6992241
FDR34,OUT019,538.268934
NCK19,OUT049,3298.055969
NCD55,OUT018,531.101152
FDT27,OUT049,3908.570051
FDQ57,OUT045,2312.381623
FDA47,OUT035,2578.768122
DRG15,OUT027,1612.122797
FDE05,OUT018,1988.542641
FDN46,OUT046,1609.081304
FDX27,OUT027,2385.782721
FDT51,OUT045,1711.602731
FDU33,OUT013,657.0299689
FDJ16,OUT027,1522.706252
FDD20,OUT019,294.6870103
FDT36,OUT049,547.545442
DRF15,OUT027,4061.246918
FDN52,OUT010,248.5854375
FDC22,OUT027,5059.205551
FDX15,OUT045,2548.057371
FDT13,OUT013,3021.593208
FDU04,OUT017,1883.004214
FDU31,OUT019,483.2190389
FDW59,OUT027,2191.49062
NCO29,OUT046,2606.861248
FDL15,OUT035,2404.659192
FDI41,OUT049,2371.566857
FDQ48,OUT049,1529.594912
DRI39,OUT013,820.1960232
FDI08,OUT013,4028.710692
FDC21,OUT049,1724.126651
FDF58,OUT035,977.0398209
FDS08,OUT010,365.5347208
FDE47,OUT045,1914.873933
NCP18,OUT019,322.6259358
NCR41,OUT013,1473.841254
FDA27,OUT013,4070.3233
FDA43,OUT035,3134.728379
FDA49,OUT045,1340.707078
NCE55,OUT018,2467.846119
DRM49,OUT027,1202.483675
FDF22,OUT027,5528.521462
FDQ15,OUT018,1052.627559
NCS54,OUT017,2798.270834
NCY05,OUT013,535.4286184
FDR45,OUT046,3542.52723
FDK57,OUT049,1924.058163
FDF41,OUT010,638.918638
FDV21,OUT046,2004.182642
FDD51,OUT046,731.4986121
FDF33,OUT046,1752.322467
FDA38,OUT046,3532.747166
FDR56,OUT045,3166.030462
NCN41,OUT017,1891.62191
FDC60,OUT027,2258.537482
FDB47,OUT045,3373.373983
DRH01,OUT013,2816.714277
FDW08,OUT046,1677.33115
FDF38,OUT027,1049.810498
FDY32,OUT017,2587.488736
FDG34,OUT049,1715.350301
FDG47,OUT019,691.725406
NCF18,OUT035,3060.76698
FDL39,OUT019,372.3649493
NCH55,OUT035,1960.498419
DRJ35,OUT049,924.4634826
FDS44,OUT035,3857.187487
DRE01,OUT018,3280.970385
FDY39,OUT013,2973.147258
FDY32,OUT018,2227.932807
FDR33,OUT027,2899.612073
NCP50,OUT049,1236.972614
FDZ47,OUT018,1306.972841
FDU57,OUT049,2500.554514
FDY44,OUT013,3148.860301
DRH59,OUT018,957.51902
FDB03,OUT027,5899.436261
FDY46,OUT045,3008.789228
FDM39,OUT045,2839.900873
FDY36,OUT035,1162.430469
NCM55,OUT035,2963.095967
FDJ50,OUT010,146.1318562
DRL60,OUT013,2385.112674
NCJ54,OUT049,3888.632064
FDX59,OUT017,571.7425237
FDI07,OUT013,3229.013868
DRF51,OUT010,91.5333849
FDM14,OUT017,1700.034618
FDP21,OUT045,3028.071011
FDE40,OUT035,986.8643899
FDE05,OUT035,2311.260882
FDM13,OUT027,3514.632688
FDC34,OUT027,4183.847168
NCI55,OUT018,1655.398518
NCE43,OUT018,2331.560572
FDW58,OUT018,1427.828398
FDG60,OUT045,3796.114222
FDV31,OUT017,2822.930104
FDR47,OUT013,3146.573591
FDM60,OUT019,118.7362149
NCF06,OUT018,3436.894711
NCN26,OUT027,3066.82882
FDQ59,OUT049,1311.77198
FDF09,OUT046,599.5146687
NCS06,OUT017,4166.750061
FDT44,OUT046,1883.07924
FDI19,OUT017,3929.174191
FDT22,OUT017,941.438013
NCF54,OUT027,4558.450993
DRG25,OUT045,2991.807165
FDB59,OUT017,3190.893857
FDQ37,OUT017,3144.636855
FDP56,OUT035,768.7975997
FDW44,OUT035,2743.854517
FDJ26,OUT010,482.7657329
FDU43,OUT018,3243.797696
FDW33,OUT045,1624.281877
NCX53,OUT027,3807.072509
FDN56,OUT010,315.6170852
DRF15,OUT049,2501.751189
FDO33,OUT017,1775.310838
FDZ39,OUT010,273.7839295
NCJ19,OUT017,875.0048978
FDU01,OUT035,2970.137007
FDT12,OUT035,3636.760649
NCM18,OUT018,793.5370663
FDP19,OUT017,2009.103012
NCR42,OUT049,542.4829513
FDN10,OUT046,1893.54917
FDG44,OUT017,865.8959868
FDQ10,OUT046,2700.658323
DRH13,OUT049,1645.620274
FDT52,OUT013,3951.761071
FDM56,OUT045,1716.952403
NCO43,OUT010,270.6952866
NCV29,OUT035,2839.344056
NCF06,OUT013,4139.572942
FDO50,OUT035,1413.651116
FDT59,OUT013,3732.506041
FDX40,OUT027,997.3737349
FDE50,OUT017,2999.397508
FDX51,OUT017,3184.592067
NCD30,OUT018,1306.522735
FDK15,OUT013,1534.286472
FDL12,OUT045,960.4721469
FDK46,OUT017,4112.054663
DRH49,OUT010,232.667933
FDQ57,OUT046,2331.947566
FDY59,OUT017,1445.471792
FDO09,OUT018,3460.669161
NCG30,OUT035,1968.722353
FDM09,OUT017,2688.245446
NCN17,OUT027,2616.66874
NCS42,OUT013,1361.753364
FDD02,OUT019,289.9475546
FDE34,OUT013,2938.036951
FDU38,OUT045,3109.781278
FDB33,OUT046,2493.209025
NCJ29,OUT017,1343.800595
FDZ27,OUT035,771.1602643
FDI40,OUT013,1521.694212
FDG22,OUT013,555.9877105
FDT51,OUT017,1716.367719
FDF20,OUT018,2759.845731
FDV50,OUT035,1899.735504
FDT02,OUT049,582.2881857
DRC49,OUT017,2272.213336
FDF26,OUT049,2495.423679
FDV52,OUT035,1842.679886
FDX59,OUT049,570.2327086
FDV25,OUT035,3604.315256
FDW23,OUT027,1038.868406
FDE53,OUT018,1437.374598
FDA19,OUT017,2029.43171
FDH22,OUT046,2010.391612
NCO41,OUT013,1490.648852
FDX12,OUT017,3889.817827
FDF17,OUT013,3192.20757
FDS11,OUT045,3608.481385
FDR51,OUT035,2365.240071
FDT49,OUT010,276.8606471
FDC56,OUT013,1861.696687
FDR13,OUT027,3048.959032
FDQ60,OUT035,1871.15891
FDN38,OUT049,4086.907179
NCL29,OUT013,2507.077372
FDO13,OUT027,4379.769945
FDE26,OUT018,1963.038048
FDA31,OUT010,354.5298931
FDX14,OUT035,1169.89255
FDA34,OUT045,2783.674604
FDF26,OUT013,2423.955161
FDE38,OUT045,2651.524507
DRI11,OUT046,1814.332845
FDQ60,OUT027,3107.288524
FDL21,OUT027,1054.973854
DRC12,OUT027,5075.984083
FDC47,OUT046,3428.227926
FDE57,OUT045,2194.570025
FDT14,OUT045,1870.09437
NCZ53,OUT046,2956.904137
FDE28,OUT018,3163.7343
FDR19,OUT035,2265.387372
NCF54,OUT019,355.958859
